iter	Passed	Remaining
187	1274	2115
188	1281	2109
189	1288	2102
190	1295	2095
191	1301	2088
192	1308	2081
193	1314	2073
194	1321	2066
195	1328	2060
196	1334	2052
197	1341	2045
198	1347	2038
199	1354	2031
200	1361	2025
201	1368	2018
202	1375	2011
203	1381	2005
204	1388	1998
205	1395	1991
206	1402	1984
207	1408	1977
208	1415	1970
209	1421	1962
210	1428	1956
211	1434	1948
212	1441	1942
213	1449	1936
214	1455	1929
215	1462	1923
216	1469	1916
217	1476	1909
218	1483	1902
219	1489	1896
220	1496	1889
221	1503	1882
222	1510	1876
223	1516	1868
224	1523	1862
225	1530	1855
226	1536	1848
227	1543	1841
228	1550	1834
229	1557	1827
230	1563	1821
231	1570	1814
232	1577	1807
233	1584	1800
234	1590	1794
235	1597	1787
236	1604	1780
237	1611	1773
238	1617	1766
239	1625	1760
240	1632	1753
241	1639	1747
242	1645	1740
243	1652	1733
244	1659	1726
245	1665	1719
246	1672	1712
247	1679	1706
248	1686	1700
249	1693	1693
250	1699	1686
251	1706	1679
252	1713	1672
253	1719	1665
254	1726	1658
255	1732	1651
256	1739	1645
257	1746	1638
258	1753	1631
259	1759	1624
260	1766	1617
261	1773	1610
262	1779	1603
263	1786	1596
264	1792	1589
265	1799	1582
266	1805	1575
267	1812	1568
268	1818	1561
269	1825	1554
270	1831	1547
271	1838	1541
272	1845	1534
273	1852	1527
274	1858	1520
275	1865	1513
276	1871	1506
277	1878	1499
278	1884	1493
279	1891	1486
280	1898	1479
281	1906	1473
282	1913	1467
283	1921	1461
284	1929	1455
285	1936	1449
286	1943	1442
287	1950	1436
288	1957	1429
289	1964	1422
290	1970	1415
291	1977	1408
292	1984	1401
293	1990	1395
294	1998	1388
295	2004	1381
296	2011	1374
297	2018	1368
298	2024	1361
299	2031	1354
300	2037	1347
301	2044	1340
302	2051	1333
303	2058	1327
304	2065	1320
305	2072	1314
306	2079	1307
307	2086	1300
308	2092	1293
309	2099	1286
310	2105	1279
311	2112	1272
312	2119	1266
313	2126	1259
314	2133	1253
315	2140	1246
316	2147	1239
317	2154	1232
318	2160	1225
319	2167	1219
320	2174	1212
321	2180	1205
322	2186	1198
323	2193	1191
324	2200	1184
325	2207	1178
326	2214	1171
327	2220	1164
328	2227	1157
329	2234	1151
330	2240	1144
331	2247	1137
332	2253	1130
333	2260	1123
334	2266	1116
335	2273	1109
336	2280	1102
337	2286	1095
338	2293	1089
339	2300	1082
340	2307	1075
341	2313	1068
342	2320	1062
343	2326	1055
344	2333	1048
345	2339	1041
346	2346	1034
347	2352	1027
348	2359	1020
349	2366	1014
350	2372	1007
351	2378	1000
352	2385	993
353	2391	986
354	2398	979
355	2405	972
356	2412	966
357	2419	959
358	2425	952
359	2432	945
360	2438	939
361	2445	932
362	2451	925
363	2458	918
364	2465	911
365	2472	905
366	2478	898
367	2485	891
368	2491	884
369	2498	877
370	2505	871
371	2512	864
372	2518	857
373	2525	850
374	2532	844
375	2539	837
376	2545	830
377	2552	823
378	2558	816
379	2565	810
380	2571	803
381	2578	796
382	2584	789
383	2591	782
384	2598	776
385	2604	769
386	2611	762
387	2618	755
388	2625	749
389	2631	742
390	2638	735
391	2644	728
392	2651	721
393	2658	715
394	2664	708
395	2671	701
396	2678	694
397	2685	688
398	2691	681
399	2698	674
400	2704	667
401	2711	661
402	2717	654
403	2724	647
404	2731	640
405	2737	633
406	2744	627
407	2750	620
408	2758	613
409	2765	607
410	2772	600
411	2778	593
412	2785	586
413	2792	580
414	2798	573
415	2805	566
416	2811	559
417	2818	552
418	2825	546
419	2831	539
420	2838	532
421	2845	525
422	2851	519
423	2858	512
424	2864	505
425	2871	498
426	2877	491
427	2884	485
428	2890	478
429	2897	471
430	2904	464
431	2910	458
432	2917	451
433	2924	444
434	2931	438
435	2938	431
436	2945	424
437	2951	417
438	2957	410
439	2964	404
440	2970	397
441	2977	390
442	2983	383
443	2990	377
444	2997	370
445	3004	363
446	3010	356
447	3017	350
448	3023	343
449	3030	336
450	3037	330
451	3044	323
452	3050	316
453	3057	309
454	3063	303
455	3070	296
456	3077	289
457	3083	282
458	3090	276
459	3096	269
460	3103	262
461	3110	255
462	3117	249
463	3123	242
464	3130	235
465	3137	228
466	3144	222
467	3151	215
468	3157	208
469	3164	201
470	3171	195
471	3177	188
472	3184	181
473	3191	175
474	3198	168
475	3205	161
476	3212	154
477	3220	148
478	3226	141
479	3233	134
480	3239	127
481	3246	121
482	3253	114
483	3260	107
484	3266	101
485	3273	94
486	3280	87
487	3287	80
488	3294	74
489	3300	67
490	3307	60
491	3314	53
492	3320	47
493	3326	40
494	3333	33
495	3339	26
496	3346	20
497	3353	13
498	3359	6
499	3366	0
