iter	Logloss
128	0.1714432223
129	0.1713521069
130	0.1712428909
131	0.1710562357
132	0.1709191274
133	0.1708131849
134	0.1707237776
135	0.1704838638
136	0.1702496411
137	0.1700408615
138	0.1698895972
139	0.1697222215
140	0.1696116561
141	0.1695701302
142	0.1693747338
143	0.1692421868
144	0.1690527642
145	0.1689477637
146	0.1687563639
147	0.1686271438
148	0.168487116
149	0.1683353768
150	0.1682860866
151	0.1681011429
152	0.1679188415
153	0.1677612616
154	0.1676121137
155	0.1675305086
156	0.1674167874
157	0.1673149603
158	0.1671548034
159	0.1669573148
160	0.166779079
161	0.1666471997
162	0.1664745622
163	0.1664338325
164	0.1663237856
165	0.1662655526
166	0.1661578179
167	0.1660257429
168	0.1659924918
169	0.1658641328
170	0.1657008725
171	0.1655975878
172	0.1654376732
173	0.1653242291
174	0.1652078399
175	0.1650920413
176	0.1649812095
177	0.164852086
178	0.1647638089
179	0.1646838895
180	0.1645793247
181	0.1643901924
182	0.1642431241
183	0.1641880989
184	0.1640843454
185	0.1638939445
186	0.1637699779
187	0.1636815627
188	0.1634689362
189	0.163293511
190	0.1631459792
191	0.1630264598
192	0.162907454
193	0.1628285249
194	0.1626578833
195	0.162515398
196	0.1623257402
197	0.1622872621
198	0.1621331763
199	0.1621112006
200	0.1620448133
201	0.1619092749
202	0.161844321
203	0.1617669103
204	0.161693913
205	0.1616303106
206	0.1614786706
207	0.1613809789
208	0.1612959758
209	0.1612125762
210	0.1611676546
211	0.1611376619
212	0.1608781786
213	0.1607715705
214	0.160668113
215	0.1605036583
216	0.1603980331
217	0.1603111588
218	0.1602361784
219	0.1601470586
220	0.1600572038
221	0.1599708874
222	0.1598867941
223	0.1598008707
224	0.1596757606
225	0.1596412953
226	0.1595684521
227	0.1595181991
228	0.159442465
229	0.1593540732
230	0.1591863308
231	0.1590495531
232	0.1590374024
233	0.1589889429
234	0.1588454518
235	0.1587077065
236	0.1586108352
237	0.1585301991
238	0.158389264
239	0.158206624
240	0.1580761699
241	0.1579743765
242	0.1578579278
243	0.1577566663
244	0.1576152755
245	0.1575724707
246	0.1575646607
247	0.1574303481
248	0.1573169791
249	0.1572675018
250	0.1571465504
251	0.157050912
252	0.1569284799
253	0.1568532751
254	0.1567477941
255	0.1566468553
256	0.1565603412
257	0.1564816705
258	0.1563682877
259	0.156356446
260	0.1562537146
261	0.1561927421
262	0.1560834711
263	0.1559975398
264	0.1558891628
265	0.1558017555
266	0.1556436146
267	0.1555602905
268	0.1555004911
269	0.1554507734
270	0.155402606
271	0.1553232143
272	0.1551875215
273	0.1550556357
274	0.1549774858
275	0.1549442776
276	0.1548784686
277	0.1548404852
278	0.1547708926
279	0.1547200582
280	0.154660815
281	0.1546065478
282	0.1544743459
283	0.1544334822
284	0.1542834692
285	0.1541695384
286	0.1540889812
287	0.1539867694
288	0.1538783577
289	0.1537450673
290	0.1537005951
291	0.1535641361
292	0.1534549664
293	0.153390985
294	0.1532435589
295	0.1531321691
296	0.1530297161
297	0.1529822595
298	0.1528797917
299	0.1528091426
300	0.1527203363
301	0.1526090373
302	0.1525248481
303	0.1523903198
304	0.1522958549
305	0.1522375308
306	0.1521824347
307	0.1521027206
308	0.1519968711
309	0.1519471819
310	0.1518506614
311	0.1517822612
312	0.1515915034
313	0.1514815123
314	0.1514049052
315	0.1513231837
316	0.1512808471
317	0.1511756101
318	0.1510842235
319	0.1509358487
320	0.1508673802
321	0.1507291559
322	0.1506345729
323	0.1505948536
324	0.1504881983
325	0.1503564518
326	0.1502348522
327	0.1501664805
328	0.1500733343
329	0.1499842808
330	0.1499301788
331	0.1498497502
332	0.1497897105
333	0.1497129051
334	0.1496869676
335	0.1495528268
336	0.1493979561
337	0.149353079
338	0.1492780357
339	0.1491890953
340	0.1490752546
341	0.1489817409
342	0.1488925801
343	0.1488471279
344	0.1487274797
345	0.1486629112
346	0.1485478478
347	0.1484489995
348	0.148364579
349	0.1483237416
350	0.148210464
351	0.1481875148
352	0.1480916527
353	0.1480466159
354	0.1479169006
355	0.1478098761
356	0.1477468987
357	0.1476421977
358	0.1475361602
359	0.1474367373
360	0.1473364751
361	0.1471884931
362	0.1471218234
363	0.1470169347
364	0.1469643842
365	0.146899613
366	0.1468136492
367	0.1467828877
368	0.1467200418
369	0.1466208065
370	0.1465817164
371	0.1465422838
372	0.146466766
373	0.1463284174
374	0.1462530484
375	0.1461715994
376	0.1460946912
377	0.1460338633
378	0.1460055549
379	0.1458636951
380	0.1458072095
381	0.1457913728
382	0.1457326217
383	0.1456929559
384	0.1456234881
385	0.1455227422
386	0.1454522469
387	0.1453855785
388	0.1453347325
389	0.1452484473
390	0.1452047106
391	0.1451328094
392	0.1450874544
393	0.1449871096
394	0.1449162957
395	0.1448468927
396	0.1447323622
397	0.1446522968
398	0.1445866561
399	0.144561784
400	0.1445024166
401	0.1444289996
402	0.1443749753
403	0.1443145713
404	0.1442371573
405	0.1441412223
406	0.1440626854
407	0.1439876352
408	0.1439243123
409	0.1438082693
410	0.1437001969
411	0.1436706274
412	0.1436274088
413	0.1435640577
414	0.1434872365
415	0.1434304208
416	0.1433545237
417	0.1433180636
418	0.1432630613
419	0.1432465291
420	0.143166733
421	0.1431055281
422	0.1430424357
423	0.1429873762
424	0.1429414152
425	0.1429290705
426	0.1428919595
427	0.142838276
428	0.1427797376
429	0.1426887572
430	0.1425987547
431	0.1425469446
432	0.1424961883
433	0.1424372899
434	0.1422951814
435	0.1422481953
436	0.1422075131
437	0.1421628086
438	0.1421241702
439	0.1420147223
440	0.1419741317
441	0.1419054735
442	0.1418560109
443	0.1417549888
444	0.1416361521
445	0.1415454258
446	0.1414554472
447	0.1414213042
448	0.1413697922
449	0.141290292
450	0.1412361763
451	0.1411980444
452	0.1411318714
453	0.1411077272
454	0.1410573241
455	0.1410336444
456	0.1410036053
457	0.1409257755
458	0.1408854734
459	0.1408493125
460	0.1407427527
461	0.1406704035
462	0.14056696
463	0.1405033648
464	0.1404404463
465	0.1403759409
466	0.1402384131
467	0.14017026
468	0.1401144079
469	0.1400790184
470	0.1400285905
471	0.1399354692
472	0.1398431409
473	0.1398003915
474	0.1396716613
475	0.1395836886
476	0.1395329502
477	0.1394461558
478	0.1394200142
479	0.139354454
480	0.1393182825
481	0.1392460738
482	0.1391838105
483	0.1391177462
484	0.139063089
485	0.1390042327
486	0.138873477
487	0.1387985928
488	0.138734472
489	0.1386767129
490	0.1386320708
491	0.1385899602
492	0.1385707235
493	0.1384982076
494	0.1384300635
495	0.138375969
496	0.1383399836
497	0.138257122
498	0.1381618368
499	0.1381043728
