id,own,competing1,competing3,borrowertype,accepted,default,profit
61804,.236,.97157431,1,1,1,0,2360
61805,.085199997,1,.040622432,3,0,0,
61806,.2288,.96603715,.20811993,2,0,0,
61807,.070699997,.62043118,.061834581,1,0,0,
61808,.052700002,.72850442,.054130424,1,1,0,527
61809,.1212,,.17268603,1,1,0,1212
61810,.20039999,.96674216,,3,1,0,2004
61811,.0592,,.042279404,3,0,0,
61812,.26989999,.89249998,,1,1,0,2699
61813,.31200001,1,,1,1,0,3120
61814,.26339999,,,2,1,1,-10000
61815,.046399999,.48230001,.0059226286,3,0,0,
61816,.1742,.91223502,.18123704,3,0,0,
61817,.040100001,.82700002,.030044619,2,1,0,401
61818,.043400001,.4163,.19819984,3,1,0,434
61819,.16869999,.89988863,.20669369,2,1,0,1687
61820,.056600001,.57620025,.99297678,1,1,0,566
61821,,1,.58903718,1,0,1,
61822,.1793,,,2,1,0,1793
61823,.1489,1,.36388752,1,1,0,1489
61824,.2018,1,.21216774,1,1,0,2018
61825,.069200002,.59078705,.058877517,1,0,0,
61826,.35530001,,,1,1,1,-10000
61827,.061900001,.066565663,.031717088,2,0,0,
61828,.0436,.99809998,.1465943,3,1,0,436
61829,.1429,1,.95794833,3,1,0,1429
61830,.19159999,.96454108,.19149162,1,0,0,
61831,.0438,.47604176,.0026009649,2,0,0,
61832,,,,1,0,0,
61833,.042199999,.99220002,.088211447,1,1,0,422
61834,.097800002,,.55252922,1,1,0,978
61835,.0691,.96079999,.037095688,3,0,0,
61836,.29170001,.7949,.043364652,1,0,0,
61837,.2466,,.16287959,1,0,0,
61838,.031199999,.00089999998,.00021779376,2,0,0,
61839,.087099999,1,.066406526,1,0,1,
61840,.065800004,1,.14314567,3,1,0,658.00006
61841,.3423,1,,3,1,1,-10000
61842,.22139999,.73199999,.11358126,1,0,0,
61843,.057500001,.7403,.81887823,1,1,0,575
61844,,1,.34502304,1,0,1,
61845,.176,1,1,1,1,0,1760
61846,.20649999,,,3,1,0,2065
61847,.0352,.017185552,.026793614,3,0,0,
61848,.1214,.77602363,.22087881,2,1,0,1214
61849,.066600002,.041840687,.019669428,1,0,0,
61850,,.99559999,.19197212,3,0,0,
61851,,,.12766303,2,0,0,
61852,.2212,.96730447,,3,1,0,2212
61853,.1864,1,.12763336,3,0,0,
61854,.0394,.046452928,.18250163,2,1,0,394
61855,.031399999,.34890363,.065404415,3,1,0,314
61856,.3642,,.31311119,2,0,0,
61857,.0647,.81269997,.032990489,2,0,0,
61858,.2041,1,.16102068,2,0,0,
61859,.085199997,.71310002,.038839139,2,0,1,
61860,.1838,.7191,,2,1,0,1838
61861,.1032,.82629609,.16320965,1,1,0,1032
61862,,,.58799899,1,0,1,
61863,.23459999,,.15784791,2,0,0,
61864,.090599999,.704,.57916617,1,1,0,906
61865,.27309999,1,,1,1,0,2731
61866,.0484,.67250001,.72542483,3,1,0,484
61867,.0572,.57541645,.049545638,1,0,0,
61868,.30379999,,.31508589,1,1,0,3037.9998
61869,.1876,.96520001,,3,1,0,1876
61870,.0744,.78489411,.10742219,3,1,0,744
61871,.087899998,.90508187,,1,1,0,879
61872,.035500001,.026565606,.24719599,3,0,0,
61873,.0436,.056136735,.015810115,2,0,0,
61874,.033199999,.017321324,.11091462,1,0,0,
61875,.1131,,.066084586,2,0,0,
61876,.046300001,.44499999,.57287997,3,1,0,463
61877,.1504,,.32319775,1,1,0,1504
61878,.042300001,.45609066,.009632891,2,0,0,
61879,.049600001,.55857754,.01761833,2,0,0,
61880,.046700001,.46935025,.035905339,2,1,0,467
61881,.1269,.85159999,.57286161,1,1,0,1269
61882,.35429999,,,2,1,0,3543
61883,.034200002,.49610001,.055902753,1,1,0,342
61884,.17380001,,,3,1,0,1738.0001
61885,.31900001,.99856234,.9669593,2,1,0,3190
61886,.2401,.97857511,.044241913,3,0,1,
61887,.30059999,,,1,1,0,3006
61888,.0392,.042036667,.38320646,3,1,0,392
61889,.033199999,.34890363,.0020664437,2,0,0,
61890,,.96670002,.20255654,1,0,0,
61891,.1568,1,.093351915,3,0,0,
61892,.35319999,1,,3,1,0,3532
61893,.2352,,.18136981,2,0,1,
61894,.15899999,1,,1,1,0,1590
61895,.098099999,.90508187,.07304512,2,0,0,
61896,.101,1,,3,1,0,1010.0001
61897,.031500001,.02,.000055109649,3,0,0,
61898,.3326,,.32308921,3,0,0,
61899,.1235,.94099998,,3,1,0,1235
61900,.15459999,,,2,1,0,1546
61901,.060800001,.043690532,.014934931,2,0,0,
61902,.34470001,1,.16962822,1,0,0,
61903,.032900002,.0177997,.0061416407,3,0,0,
61904,.1151,.99269998,.72592473,2,1,0,1151
61905,.33919999,,.8200078,2,1,0,3392
61906,.37189999,,.066498749,1,0,0,
61907,.153,.7885083,,1,1,0,1530
61908,.16240001,.84429121,.40720931,3,1,0,1624.0001
61909,.1552,,.066406526,1,0,0,
61910,.1109,.74036109,.82955861,1,1,0,1109
61911,.222,.84923446,,1,1,0,2220
61912,.088399999,1,,1,1,0,884
61913,.0691,.6656,,1,1,0,691
61914,.2236,,,2,1,0,2236
61915,.031199999,.34577665,.036823347,1,1,0,312
61916,.034899998,.020486571,.00048078585,2,0,0,
61917,.067100003,,.0061755325,1,0,0,
61918,.3312,,,3,1,0,3312
61919,.069600001,,.093446687,3,1,0,696
61920,.1244,,,1,1,0,1244
61921,.29030001,.98952079,,2,1,1,-10000
61922,.035700001,.47470227,.11954372,3,1,0,357
61923,.2245,.9483068,.34643096,1,1,1,-10000
61924,.18880001,,.13201354,2,0,0,
61925,.053100001,.58569998,.050885633,2,1,0,531
61926,.073899999,.6296705,.30308497,3,1,0,739
61927,.30340001,,.058837835,3,0,0,
61928,,,,2,0,0,
61929,.0341,.020051982,.0015046268,3,0,0,
61930,.0669,,.079832539,2,1,0,669
61931,.1435,1,.078917339,2,0,0,
61932,.0352,.096199997,.0014306105,1,0,0,
61933,,1,.86342335,2,0,0,
61934,,,.27671003,3,0,0,
61935,.066399999,.76980001,.084381059,3,0,0,
61936,.091600001,.8642,.55352539,3,1,0,916
61937,.3599,,,2,1,0,3599
61938,.30689999,1,,3,1,0,3069
61939,.2744,1,,1,1,0,2744
61940,.21250001,1,.231079,1,1,0,2125
61941,.081299998,.83859998,.37271932,3,1,0,813
61942,.2696,,,2,1,0,2696
61943,.2392,,.075020887,1,0,1,
61944,.0361,.39775738,.0043505654,1,0,0,
61945,.3547,,.70781392,1,1,1,-10000
61946,.1455,.95789999,,1,1,0,1455
61947,.041900001,.45532635,.013267723,1,0,0,
61948,.1137,,.05611435,1,0,0,
61949,.0513,.50919998,.029225772,2,0,0,
61950,.031199999,.02,.000078025187,3,0,0,
61951,.033100002,.090300001,.11795871,2,1,0,331
61952,.20020001,.9993875,.14190826,3,0,0,
61953,.043200001,.64828479,.034781191,3,0,0,
61954,.31330001,,.339165,2,1,0,3133.0002
61955,.058400001,.90700001,.17899199,3,1,0,584
61956,.1665,1,,2,1,1,-10000
61957,.2308,,.75362402,2,1,0,2308
61958,.055500001,.91259998,.11847599,2,1,0,555
61959,.033199999,.017321158,.0040391805,1,0,0,
61960,.34040001,,,2,1,0,3404
61961,.036200002,.3407,.17179614,2,1,0,362.00003
61962,.0515,.4724063,.018675346,2,0,0,
61963,,,.23820347,2,0,0,
61964,.26969999,,.97462124,1,1,0,2697
61965,.2,.98790002,.096439555,3,0,0,
61966,.2014,.96674216,.97462124,2,1,0,2014
61967,.099399999,,.092021935,2,1,1,-10000
61968,.1473,.89988863,.15727803,2,1,0,1473
61969,.036400001,.44480011,.019117996,2,1,0,364
61970,.050000001,.36539999,.029272506,3,0,0,
61971,.1696,.7885083,.64362001,1,1,0,1696
61972,.0425,.45359567,.12891863,2,1,0,425
61973,.066200003,1,.06965173,2,1,0,662
61974,.077100001,.68150002,.047286499,2,0,0,
61975,.1489,,.019780442,2,0,0,
61976,.038199998,.049008727,.0068574217,2,0,0,
61977,.087099999,,.54351127,1,1,0,871
61978,.092699997,.86871755,.27383822,3,1,0,927
61979,.042599998,.45359567,.59397066,1,1,0,425.99997
61980,.2172,.9804734,.20455058,1,0,0,
61981,.2992,,,3,1,0,2992
61982,.062600002,.66189998,.41964117,1,1,1,-10000
61983,.052900001,.5352,.35807127,1,1,0,529
61984,.040899999,.35870001,.048494738,2,1,0,409
61985,.044199999,,.038475785,1,0,0,
61986,.076899998,.59199727,,3,1,0,769
61987,.097099997,1,.089477278,2,1,0,971
61988,.2577,.94179857,.11859398,1,0,0,
61989,.061900001,.068947181,.020808781,3,0,0,
61990,.1745,,,1,1,0,1745
61991,.1758,.96170002,.10696525,3,0,0,
61992,.1578,.71613193,.061316129,3,0,0,
61993,.2236,.96603715,1,1,1,0,2236
61994,.1097,.93000001,.12177048,3,0,0,
61995,.063600004,.78489411,.61825424,2,1,0,636.00006
61996,.1101,1,.14231184,3,1,0,1101
61997,.32249999,,.19149162,1,0,0,
61998,.037700001,.5147,.64102405,3,1,0,377
61999,.041999999,.266,.0092272386,3,0,0,
62000,.2269,,.16292897,2,0,0,
62001,.040899999,.44757602,.019546947,3,0,0,
62002,.0614,,.049619958,2,1,0,614
62003,.062799998,.85259998,.5262202,1,1,0,628
62004,,1,,1,0,0,
62005,.21699999,.84280002,.16095796,2,0,0,
62006,.17739999,.96454108,.97462124,1,1,0,1773.9999
62007,.1472,.87122166,.15534033,2,1,0,1472
62008,,1,,1,0,1,
62009,.1451,1,,3,1,0,1451
62010,.049400002,.39320001,.01550731,2,0,0,
62011,.040399998,.47604176,.10631029,1,1,0,403.99997
62012,.30649999,,.32671341,3,1,0,3065
62013,.081100002,.062700525,.037816074,2,0,0,
62014,.2098,.9804734,.16442683,2,0,0,
62015,.039799999,.030143876,.025622549,3,0,0,
62016,.099100001,1,.6257422,2,1,0,991
62017,.36250001,1,.23560897,1,0,1,
62018,.35980001,1,.20651788,2,0,0,
62019,.037999999,.034997866,.13074596,3,0,0,
62020,.038699999,.47377345,.016935805,3,0,0,
62021,.16509999,.72971809,.095192909,3,0,0,
62022,.26120001,,.34667173,3,1,0,2612
62023,.065399997,.89789999,.18431067,1,1,0,653.99994
62024,.073200002,.49880001,.074262127,1,1,1,-10000
62025,.2115,,,2,1,0,2115
62026,.1969,1,.13201354,2,0,0,
62027,.0691,,.4675169,2,1,0,691
62028,,,.37874404,2,0,0,
62029,.056000002,,.034746729,3,0,0,
62030,.1785,1,.11754882,3,0,0,
62031,.059500001,.51877511,.55295169,3,1,1,-10000
62032,.053399999,,.03476844,3,0,0,
62033,,1,.33241445,2,0,0,
62034,.041700002,.42320001,.14616269,1,1,0,417.00003
62035,.085900001,.90508187,.89689976,2,1,0,859
62036,,1,,2,0,0,
62037,,,.33946764,1,0,0,
62038,.1178,.88065255,,1,1,1,-10000
62039,.2105,.97070003,.067021847,2,0,0,
62040,.051399998,,.39587969,3,1,0,514
62041,.1582,.89988863,.93216866,2,1,0,1582
62042,.2771,,.066914953,3,0,0,
62043,.1444,.95659697,.16685744,2,1,0,1444
62044,.1619,,,3,1,0,1619
62045,.19769999,,.083335102,2,0,0,
62046,.0656,.4931877,.027722415,2,0,0,
62047,.18430001,,.2535201,3,1,0,1843
62048,.0858,.71530002,,2,1,0,858
62049,.20029999,1,.17307258,1,0,0,
62050,.1064,.7155,,3,1,0,1064
62051,.1849,1,.16013813,3,0,0,
62052,.26879999,.94179857,.17345503,1,0,1,
62053,.1072,.80769998,.093012147,2,1,1,-10000
62054,.032299999,.02,.00025552287,2,0,0,
62055,.35319999,,.15041015,2,0,0,
62056,,,.6564799,3,0,0,
62057,.039500002,.36750001,.036727421,1,0,0,
62058,.088399999,.5557,.020149685,1,0,0,
62059,.14560001,.92126417,.051924098,2,0,0,
62060,,,.33241445,1,0,0,
62061,.3655,1,,1,1,0,3655
62062,.2043,,.18793276,3,0,0,
62063,.1859,.96179998,,3,1,0,1859
62064,.092900001,.76740003,.14980973,3,1,0,929
62065,.093599997,,.88984227,2,1,0,936
62066,.1515,.98799998,.13013457,1,0,0,
62067,.2685,,,2,1,0,2685
62068,.186,,,1,1,0,1860
62069,.0341,.49399999,.12573512,2,1,0,341
62070,.0374,.39069846,.0039257635,3,0,0,
62071,.22149999,,,2,1,0,2215
62072,.1252,.77602363,.19826429,2,1,0,1252
62073,.0348,.041515075,.12159038,3,1,0,348
62074,.057700001,.62180001,.4492057,2,1,0,577
62075,.038899999,.016626045,.015598052,3,0,0,
62076,.1181,,.11295886,1,0,0,
62077,.31420001,,.10151485,3,0,0,
62078,.091600001,,.05194848,1,0,1,
62079,.1072,.67299998,.48240951,3,1,0,1072
62080,.035700001,.2175,.17982282,2,1,0,357
62081,.0484,.75950003,.047832303,2,1,0,484
62082,.102,,,2,1,0,1020
62083,.0832,.72889137,.089842744,2,1,0,832
62084,.1787,.96454108,.97462124,3,1,0,1787
62085,.040800001,.031635381,.013319842,1,0,0,
62086,.2287,,.39271489,3,1,0,2287
62087,.033300001,.38463894,.27733114,2,1,0,333
62088,.15279999,.77440703,.045030434,3,0,0,
62089,.059599999,.49085847,.028655931,2,0,0,
62090,.045200001,.61316764,.20430923,3,1,0,452
62091,.065200001,.82849997,.11186558,1,1,0,652
62092,.1077,.72889137,.10259695,2,1,0,1077
62093,.1174,.94739997,.12620237,3,0,0,
62094,.0669,.56357586,.98716277,2,1,0,669
62095,.069700003,.54370356,.40370446,1,1,0,697
62096,.26370001,,.15008622,3,0,0,
62097,.1894,.9460218,.86934328,2,1,0,1894
62098,.051899999,.069198981,.64977229,1,0,0,
62099,.23459999,,.46752724,2,1,0,2346
62100,.228,.94729793,.75803804,2,1,0,2280
62101,,,,1,0,0,
62102,.0647,.022199934,.0078438213,2,0,0,
62103,.044799998,.45609066,.19420642,3,1,0,447.99997
62104,.1203,,.12882362,1,1,0,1203
62105,.061799999,1,.018931726,1,0,0,
62106,.0713,.57690001,.032258399,3,0,1,
62107,.090400003,.90508187,.17086928,1,1,0,904
62108,.0383,.46184012,.21301195,3,1,0,383
62109,.038800001,.40619999,.013987686,1,0,0,
62110,.33660001,,,1,1,1,-10000
62111,.27559999,,,2,1,0,2755.9998
62112,.069300003,.6527828,.072051875,3,0,0,
62113,.061500002,.81008494,.0063587027,1,0,0,
62114,.033199999,.34890363,.171948,2,1,0,332
62115,.2306,,.20711271,2,0,0,
62116,.214,.97942853,,1,1,0,2140
62117,,,.15792221,2,0,0,
62118,.0328,.033579547,.0024643,1,0,0,
62119,.064199999,.58688915,.086390615,3,1,0,642
62120,.1937,,.20455058,2,1,0,1937
62121,.0427,.034901887,.011712031,2,0,0,
62122,.146,,,2,1,0,1460
62123,.1463,.84119999,.10835734,2,0,0,
62124,.1846,.97064877,.19460504,2,1,1,-10000
62125,.0942,.67150176,.25927907,3,1,0,942
62126,.058400001,.4131,.045230884,1,0,0,
62127,,1,.16287959,3,0,0,
62128,.1427,.89988863,.13122933,3,0,0,
62129,.0352,.42640001,.0031828415,3,0,0,
62130,.30899999,,.10299107,2,0,0,
62131,.1603,1,.75101835,1,1,0,1603
62132,.033199999,.046399999,.003409663,2,0,0,
62133,.072800003,.66720003,.44341862,3,1,0,728
62134,.1041,.7885083,.094549328,1,0,0,
62135,.1566,1,.09694355,2,0,0,
62136,.1628,,.13212676,3,0,0,
62137,.3565,,.22635347,3,0,0,
62138,.057100002,.77590001,,3,1,0,571
62139,.18189999,.96730447,.077704281,1,0,0,
62140,.031199999,.02,.068217985,2,1,0,312
62141,.145,.069754377,.073289059,2,0,0,
62142,.1629,1,.17270616,1,1,0,1629
62143,.031300001,.02,.0014442303,3,0,0,
62144,.031199999,.02,.064633816,1,0,0,
62145,.20100001,,,2,1,0,2010
62146,.1584,.9127,,2,1,0,1584
62147,.3053,.98952079,.22784828,3,0,0,
62148,.054200001,,.71726876,3,1,0,542
62149,.34709999,1,,3,1,0,3471
62150,.1188,,.92310452,2,1,0,1188
62151,.1056,,.11073214,3,0,0,
62152,.26140001,1,,2,1,0,2614.0002
62153,.1663,.7885083,.35404766,1,1,1,-10000
62154,.31580001,,.58644062,3,1,0,3158
62155,.1056,,,2,1,0,1056
62156,.065800004,,.97346801,2,1,0,658.00006
62157,.17659999,,.089581288,3,0,1,
62158,.063900001,1,.033381969,3,0,0,
62159,.1202,.9605,.10644314,3,0,0,
62160,.031500001,.13330001,.00036846014,1,0,0,
62161,.2527,1,.27821231,1,1,0,2527
62162,.041499998,.51279998,.015040565,1,0,0,
62163,,1,,3,0,0,
62164,.1084,,.11410881,3,0,0,
62165,.3418,,.20129134,3,0,0,
62166,.3529,,.19510362,3,0,0,
62167,.093400002,1,.080767803,3,0,0,
62168,.039900001,.69749999,.15975083,1,1,0,399
62169,.096500002,1,.081406929,2,1,0,965
62170,,,,3,0,0,
62171,.084200002,,,2,1,0,842
62172,.033500001,.016878562,.00022146689,1,0,0,
62173,.032699998,.020400001,.000082045197,3,0,0,
62174,.1013,.99159998,,3,1,0,1013
62175,.20100001,,.37143651,1,1,0,2010
62176,.1027,1,.11285815,3,0,0,
62177,,,.37001142,1,0,0,
62178,.0359,.048226565,.00039009057,1,0,0,
62179,.2236,,.69796711,1,1,0,2236
62180,.1141,1,.16499045,2,1,0,1141
62181,.20119999,,.085748367,3,0,0,
62182,.18089999,1,.10379149,3,0,0,
62183,.1267,.89492691,,1,1,0,1267
62184,.125,1,.099862285,2,0,0,
62185,.22669999,,,3,1,0,2267
62186,.15000001,,.48240951,2,1,0,1500
62187,.2386,1,.11905482,2,0,0,
62188,,,,1,0,0,
62189,.081200004,,.17998625,1,1,0,812.00006
62190,.1012,.74989641,,1,1,0,1012
62191,.032499999,.34649727,.036553361,3,0,0,
62192,.25909999,,.16968097,3,0,1,
62193,.12909999,.66320002,.14216515,2,1,0,1291
62194,.045200001,.47139999,.13108899,2,1,0,452
62195,.035300002,.20039999,.14766349,3,1,0,353
62196,,,,3,0,0,
62197,.093000002,,.04058357,3,0,0,
62198,.15809999,,,1,1,0,1581
62199,.097599998,,1,3,1,0,976
62200,.32859999,1,.3602801,2,1,0,3286
62201,.1096,.65868545,.029215198,3,0,0,
62202,,,,3,0,0,
62203,.2561,.96469998,.99995095,3,1,0,2561
62204,.1857,,,1,1,0,1857
62205,.0394,.47604176,.18250163,2,1,0,394
62206,.36790001,,.9730643,1,1,0,3679.0002
62207,.034899998,.019346924,.10435969,1,0,0,
62208,.2728,1,,2,1,0,2728
62209,.031599998,.0089999996,.036553361,2,0,0,
62210,.34580001,.97061872,,2,1,1,-10000
62211,.12729999,,.98413432,2,1,0,1273
62212,.042399999,.45210001,.13222626,1,1,0,424
62213,.18279999,.7885083,.35404766,1,1,0,1828
62214,.1058,.81639999,.092858694,3,0,0,
62215,.1275,,.16310158,2,1,0,1275
62216,.048500001,,.19082287,3,1,0,485
62217,.21160001,,,3,1,0,2116
62218,.053800002,.56150001,.028202308,3,0,0,
62219,.0405,.031294961,.010629591,2,0,0,
62220,.063000001,1,.98222291,2,1,0,630
62221,.035399999,.052751668,.0066806078,1,0,0,
62222,,,.1317936,3,0,0,
62223,.32170001,,,1,1,1,-10000
62224,.049600001,,.023797343,3,0,0,
62225,.0473,.78530002,.029392067,2,1,0,473
62226,.051399998,.3107,.20025584,2,1,0,514
62227,.1689,,.24912839,2,1,0,1689
62228,.047699999,.029860588,.012361817,1,0,0,
62229,.3617,,.31951737,3,0,0,
62230,.081299998,.72889137,,2,1,0,813
62231,,,.75803804,3,0,0,
62232,.046,.505,.0352236,3,0,0,
62233,.3312,,,1,1,0,3312
62234,.085000001,,.083722264,3,0,0,
62235,.042300001,.2201,.0056375368,1,0,0,
62236,.044199999,.57480001,.071012065,1,1,1,-10000
62237,.2194,.66259998,1,1,1,0,2194
62238,.037599999,.2757,.019117996,2,1,0,376
62239,.0766,.61968935,.42859444,1,1,0,766
62240,.15279999,.90508187,,1,1,0,1527.9999
62241,.29300001,1,,2,1,0,2930.0002
62242,.093500003,.72889137,,2,1,1,-10000
62243,.036400001,.020840241,.0026409691,2,0,0,
62244,.1833,.96454108,,3,1,0,1833
62245,.1433,.96869999,,1,1,0,1433
62246,.070500001,.62651885,.31032786,3,1,0,705
62247,.0348,.47377345,.013564488,1,0,0,
62248,.2527,.94179857,.13065413,1,0,0,
62249,.227,.95281458,.09694355,1,0,0,
62250,.032699998,.076399997,.0022329746,1,0,0,
62251,.18880001,,.25839308,3,1,0,1888.0001
62252,.26249999,1,.95028627,3,1,0,2625
62253,.070500001,.53139603,.053098027,1,0,1,
62254,.037500001,1,.30192226,1,1,0,375
62255,.12800001,.66259998,.48240951,2,1,0,1280
62256,.033399999,.271,.098279223,2,1,0,334
62257,.074199997,.60064852,.0389788,2,0,1,
62258,.26859999,.96122479,.10169886,3,0,0,
62259,.1152,.84532356,.82085139,3,1,0,1152
62260,.2309,,.18707521,3,0,0,
62261,.1078,.75172353,.11987392,1,1,0,1078
62262,.19069999,.96454108,,2,1,0,1907
62263,.34619999,.88370001,.11435664,2,0,0,
62264,.20299999,.7885083,.11726699,3,0,0,
62265,.296,.97310001,.09854085,2,0,0,
62266,.051399998,.48687062,.40448162,2,1,0,514
62267,.031500001,.38314125,.051756471,3,1,0,315
62268,.049600001,.47876653,.057442445,3,0,0,
62269,.14390001,.061601967,.021466244,1,0,0,
62270,.0416,.45609066,.28098014,2,1,0,416
62271,.090300001,,,2,1,0,903
62272,.073799998,,.41151044,2,1,0,738
62273,.20919999,.88577473,,2,1,0,2092
62274,.23469999,.97157431,.13827856,2,0,0,
62275,.035700001,.1029,.12823151,1,1,0,357
62276,.0328,.017409611,.0029867811,1,0,0,
62277,,,.93216866,3,0,0,
62278,.21340001,1,.22000983,2,1,0,2134
62279,.1125,,.11340774,3,0,0,
62280,.0374,.55467558,.12434651,3,1,0,374
62281,.046999998,.069194116,.048146237,3,0,0,
62282,.085600004,,,3,1,0,856.00006
62283,.040800001,.45532635,.10638734,1,1,0,408
62284,.2949,1,.97462124,3,1,0,2949
62285,.167,.94349998,,1,1,1,-10000
62286,.1476,.89988863,,3,1,0,1476
62287,.35249999,,.32671341,3,0,1,
62288,.1453,.81900001,.087415762,3,0,0,
62289,.038600001,.47620001,.25981683,1,1,0,386
62290,.057799999,.48462716,.37739563,1,1,0,578
62291,.19059999,1,,1,1,0,1905.9999
62292,.2307,.96824133,1,3,1,0,2307
62293,.2308,.82800001,.087639935,3,0,0,
62294,.1032,.062055811,.29501796,1,0,0,
62295,.042199999,.28600001,.18250163,2,1,0,422
62296,.1241,.72504652,.8723371,3,1,0,1241
62297,.1487,.89988863,,2,1,0,1487
62298,.2057,,,2,1,0,2057
62299,.1178,.70020002,.054353088,2,0,1,
62300,,,,2,0,1,
62301,,1,.3029117,3,0,0,
62302,.31400001,,,3,1,1,-10000
62303,.087899998,.049349528,.23759136,2,0,0,
62304,.036499999,.052285511,.3668347,3,1,0,365
62305,.067299999,.032398567,.20594344,1,0,0,
62306,.18799999,1,.034335215,3,0,0,
62307,.0317,.017679436,.0020072244,1,0,0,
62308,.045699999,.018252846,.006196816,1,0,0,
62309,.1663,.82880002,,2,1,0,1663
62310,.2279,,.23732366,3,0,1,
62311,.039299998,.03016901,.0089590233,2,0,0,
62312,.27360001,.9375,,3,1,0,2736
62313,.2481,1,,1,1,0,2481
62314,.23639999,,,1,1,0,2364
62315,.1212,.70520002,,1,1,0,1212
62316,,,.33781004,2,0,0,
62317,.087099999,.066175669,.072088771,1,0,0,
62318,.2942,,.16269015,2,0,0,
62319,.0557,.54068708,.64851451,2,1,1,-10000
62320,,,.20579928,1,0,0,
62321,.19939999,,.079867758,3,0,0,
62322,.094899997,.72850442,,1,1,1,-10000
62323,.094400004,.72948825,.12623514,3,1,0,944.00006
62324,.23270001,.92085111,,3,1,1,-10000
62325,.053300001,.069915347,.35366458,2,1,0,533
62326,.039900001,.3364,.039177939,3,0,0,
62327,.2114,1,.97462124,3,1,0,2114
62328,.071800001,,.38778174,2,1,0,718
62329,.1821,,.75803804,3,1,0,1821
62330,.081200004,1,.074752428,3,0,0,
62331,,,.28377327,2,0,1,
62332,.14669999,,.21316713,1,1,0,1467
62333,.153,.70924771,,2,1,0,1530
62334,.038199998,.3238,.15965523,3,1,0,381.99997
62335,.046999998,.67809999,.3676582,1,1,0,469.99997
62336,.086199999,.061174326,.098384008,1,0,0,
62337,.1127,.65789998,.33731008,3,1,0,1127
62338,,1,.21266717,3,0,0,
62339,.15620001,.90254009,.64845079,1,1,0,1562.0001
62340,.27450001,,,1,1,0,2745.0002
62341,.053800002,.053264465,.36772254,1,0,0,
62342,.031399999,.016496843,.00036773208,1,0,0,
62343,.092,,.061150797,3,0,0,
62344,.1107,1,.62861025,3,1,1,-10000
62345,.098800004,.62379575,.37360808,3,1,0,988.00006
62346,.031399999,.0018,.000035067427,3,0,0,
62347,.065899998,1,.62469167,2,1,0,659
62348,.048500001,.54095304,1,1,1,0,485
62349,.15109999,,.10280403,3,0,0,
62350,.035100002,.1392,.0012903262,3,0,0,
62351,.3202,1,.13201354,2,0,0,
62352,,,.22404842,3,0,0,
62353,.076200001,.60064852,.57968944,1,1,0,762
62354,.068700001,1,,1,1,0,687
62355,.037700001,.2343,.38320646,2,1,0,377
62356,.035500001,.1117,.11555902,2,1,0,355
62357,.091899998,.91769266,.13786261,3,1,0,919
62358,.1463,1,.4492057,3,1,0,1463
62359,.098399997,.92421329,.65010679,1,1,0,983.99994
62360,.066299997,,.086374767,3,1,0,663
62361,.37329999,1,,3,1,1,-10000
62362,.0447,.61150002,.0076906043,1,0,0,
62363,.16159999,,.19510362,2,1,0,1615.9999
62364,.1214,.66369998,.98413432,2,1,0,1214
62365,.097400002,.66109997,.8426069,1,1,0,974
62366,.031199999,.00030000001,.0046114591,3,0,0,
62367,.039500002,.36410001,.053054836,1,1,0,395.00003
62368,.034600001,.030003872,.0053827316,2,0,0,
62369,.062100001,.6527828,.34336662,1,1,0,621
62370,.089100003,.72889137,.098049812,2,1,1,-10000
62371,.087099999,,.62993503,2,1,0,871
62372,.0403,.4831312,.0094591537,1,0,0,
62373,.23810001,,.22805533,1,0,0,
62374,.21430001,,.39680672,3,1,0,2143
62375,.2757,.97890002,,3,1,0,2757
62376,.099699996,,,2,1,0,996.99994
62377,.047699999,.47876653,.099936336,2,1,0,477
62378,.16689999,,.15539525,2,1,0,1669
62379,.063600004,1,.026263479,3,0,0,
62380,.0394,.23119999,.14158307,1,1,0,394
62381,.034699999,.3035,.026640015,3,0,0,
62382,.185,,.092530958,3,0,0,
62383,.142,.81169999,,1,1,0,1420
62384,.27900001,.94179857,.15035072,3,0,0,
62385,.1082,.68407166,.052967872,2,0,0,
62386,.0363,.45327559,.11277901,1,1,0,363
62387,.0425,1,.44574788,3,1,1,-10000
62388,.2529,.95281458,,1,1,0,2529
62389,.060800001,.042814203,.03207295,1,0,0,
62390,.074699998,.67519999,.015459762,2,0,0,
62391,.047699999,.44089159,.64977229,2,1,0,477
62392,.079000004,,.077115797,2,1,0,790.00006
62393,.082699999,.70804894,.062615462,1,0,0,
62394,.17380001,,.42891908,2,1,1,-10000
62395,,,,3,0,0,
62396,.30070001,1,.24261315,3,0,0,
62397,.044,.036171969,.018345853,1,0,0,
62398,.055599999,.41339999,.01056955,1,0,0,
62399,.2447,,.339165,3,1,0,2447
62400,,1,.55854166,1,0,0,
62401,.2271,1,.14800608,3,0,0,
62402,.2999,1,,2,1,0,2999
62403,,1,,2,0,1,
62404,.086400002,1,.13147165,3,1,0,864
62405,.35100001,,.13188958,2,0,0,
62406,.0462,.025584077,.13662992,2,0,0,
62407,.2271,1,.57916617,2,1,0,2271
62408,.094099998,.75940001,.63405055,3,1,0,941
62409,.062700003,.72764254,.31852242,1,1,0,627.00006
62410,.29440001,.98192275,.16456963,3,0,1,
62411,,.75910002,,2,0,0,
