id,own,competing1,competing3,borrowertype,accepted,default,profit
25011,.31200001,.96730447,.16278125,2,0,0,
25012,.097599998,.6983,,2,1,0,976
25013,.056400001,.026262689,.011231663,1,0,0,
25014,.2032,.86860001,.13179229,2,0,0,
25015,.088399999,.82599998,.098228566,3,0,0,
25016,.085100003,,,3,1,0,851
25017,.22679999,1,.15414146,3,0,0,
25018,.17820001,,.25839308,3,1,0,1782.0001
25019,.043900002,.4724063,.024149276,1,0,0,
25020,.101,.70602059,.38637587,2,1,1,-10000
25021,.078299999,,.074992567,2,1,0,783
25022,.1734,,.13174942,2,0,0,
25023,,1,,2,0,0,
25024,.1123,.834795,1,3,1,0,1123
25025,.3281,,.1611722,2,0,0,
25026,.26010001,1,.14259697,1,0,0,
25027,.055799998,,,3,1,0,558
25028,.0328,.02,.0018798053,2,0,0,
25029,,1,.13909134,3,0,1,
25030,.085500002,,.084432036,2,1,0,855
25031,.3168,,.80315137,1,1,0,3168
25032,.065300003,,,3,1,0,653
25033,.16580001,.89988863,.080745563,3,0,0,
25034,.057999998,.55582952,.064777024,1,1,0,580
25035,.0436,.047400381,.23529558,3,1,0,436
25036,.039500002,.44682249,.061710235,1,1,0,395.00003
25037,.072800003,.99510002,.36187893,2,1,0,728
25038,.14910001,1,,1,1,0,1491
25039,.1138,,,2,1,0,1138
25040,.23819999,,.14746161,2,0,0,
25041,.1868,.98610002,.12997775,2,0,0,
25042,.22499999,1,1,1,1,0,2250
25043,.2595,1,.28517199,3,1,0,2595
25044,.049800001,.48718289,.019546947,3,0,0,
25045,.23810001,1,.43747744,1,1,1,-10000
25046,.2017,,,2,1,0,2017
25047,.045600001,,.032034013,2,1,0,456
25048,.1116,.77414811,.69609404,3,1,0,1116
25049,.0581,,.020408351,1,0,0,
25050,.031199999,.02,.0015879278,3,0,0,
25051,.1221,.72889137,1,1,1,0,1221
25052,,,.34508327,3,0,0,
25053,.1309,.72285521,.058606256,1,0,0,
25054,.063600004,1,.89496714,2,1,0,636.00006
25055,.037500001,.47604176,.046955749,1,1,0,375
25056,.255,,.1537952,2,0,0,
25057,.3303,1,.43759939,1,1,0,3303
25058,.1758,,.20239787,2,1,0,1758
25059,.1463,.80211771,.24596328,1,1,0,1463
25060,.0638,.53616762,.040964089,2,0,0,
25061,.079800002,.57947004,.10128038,3,1,0,798
25062,.039999999,.4921,.032956906,2,1,0,400
25063,.2202,.72460002,.56249923,3,1,0,2202
25064,.080300003,.046612445,.038263269,3,0,1,
25065,.034499999,.019864367,.055934623,3,0,0,
25066,.0359,.1735,.0043757563,2,0,0,
25067,.2202,,.40152147,3,1,0,2202
25068,.040100001,.058361143,.040819056,1,0,0,
25069,.036699999,.18009999,.0025469093,1,0,0,
25070,.041299999,.020575104,.008786221,2,0,0,
25071,.094099998,.84619999,.034528352,1,0,0,
25072,.071099997,,.41080374,2,1,0,710.99994
25073,.21619999,.71810001,,1,1,1,-10000
25074,.12989999,,1,1,1,0,1298.9999
25075,.1003,1,.1695686,2,1,0,1003
25076,.27610001,1,,3,1,0,2761
25077,.045200001,.035637792,.93568408,3,0,0,
25078,.0363,.4831312,.34592322,2,1,0,363
25079,.038600001,.3919,.098420016,1,1,0,386
25080,.1251,.74220002,.10722619,2,1,0,1251
25081,.2067,.96730447,1,1,1,0,2067
25082,.1187,.92126417,.047938947,3,0,0,
25083,.036200002,.021040509,.10105754,3,0,0,
25084,.078400001,,.2132147,3,1,0,784
25085,.33539999,1,,1,1,0,3353.9998
25086,.075900003,1,,2,1,0,759.00006
25087,.035799999,.1506,.018865889,2,1,0,358
25088,.34810001,1,,2,1,0,3481
25089,.2386,1,.60930878,1,1,0,2386
25090,.26159999,,.14045204,2,0,0,
25091,.1098,,.48240951,3,1,0,1098
25092,.1962,.93137825,.85864228,1,1,0,1962
25093,.070500001,1,.084870569,1,1,0,705
25094,.097900003,,.55008632,2,1,0,979.00006
25095,.032600001,.069499999,.11370997,1,1,0,326
25096,.093599997,1,,2,1,1,-10000
25097,.1909,,.12571765,1,0,0,
25098,.1754,,,2,1,0,1754
25099,.3479,,.93216866,3,1,0,3479
25100,.26769999,,.23577321,3,0,1,
25101,.071699999,.95899999,.13607465,2,1,1,-10000
25102,.074500002,,.017072948,2,0,0,
25103,.031199999,.02,.036823347,1,0,0,
25104,.2193,.94729793,.18537192,1,0,0,
25105,.046500001,.058494188,.28377983,3,1,0,465
25106,,,.33415475,1,0,0,
25107,.1926,.026095487,.052259952,1,0,0,
25108,.1631,.79669321,.1173477,1,0,0,
25109,,,,2,0,1,
25110,.041000001,.45609066,.2703079,2,1,0,410
25111,.2307,1,1,1,1,0,2307
25112,.031599998,.34577665,.00025105494,3,0,0,
25113,.2225,,.22042367,1,0,0,
25114,.1265,.70249999,.078263514,2,0,0,
25115,.235,.97157431,,1,1,0,2350
25116,.0403,.036901709,.022849441,3,0,0,
25117,.1206,,.35553384,3,1,0,1206
25118,.080300003,,,3,1,0,803.00006
25119,.036200002,.47441384,.28002304,2,1,0,362.00003
25120,.2137,1,.20974192,2,1,0,2137
25121,.3524,,.16863263,1,0,0,
25122,.14300001,.69020188,.04336663,1,0,0,
25123,.0385,.45327559,.2796303,1,1,0,385
25124,.095200002,.80339998,.44406885,2,1,0,952
25125,.061799999,.55943024,.042322718,3,0,0,
25126,.2466,,.13322398,3,0,1,
25127,.1166,.77188158,.18770184,2,1,0,1166
25128,.2066,,,1,1,0,2066
25129,.033199999,.35389999,.0055098464,1,0,0,
25130,.2299,,.21627408,2,1,0,2299
25131,,1,.1549934,3,0,1,
25132,.315,,1,2,1,0,3150
25133,.066,.64420003,.36483574,3,1,0,660
25134,,,.41699472,2,0,0,
25135,.245,.98105085,,2,1,0,2450
25136,.31240001,.97814155,.8124826,2,1,0,3124.0002
25137,.18449999,.85593462,,3,1,0,1845
25138,.27180001,1,.027731284,1,0,0,
25139,.033500001,.38391516,.0057950886,2,0,0,
25140,.33759999,,.18529506,3,0,0,
25141,.2714,,.32671341,1,1,0,2714
25142,.047800001,.43189999,.44161579,3,1,0,478
25143,.038199998,.2929,.18250163,2,1,0,381.99997
25144,.18000001,1,.29449227,2,1,0,1800.0001
25145,.082500003,.667,.066670321,2,1,0,825.00006
25146,.3698,,.27419946,3,0,0,
25147,.1059,1,,3,1,0,1059
25148,.22409999,.9356029,.066450968,3,0,0,
25149,.1191,,.78039813,3,1,0,1191
25150,.34369999,.95950001,,2,1,0,3437
25151,.043000001,.4707,.011000881,3,0,0,
25152,.079000004,.63666749,.025911607,1,0,1,
25153,.36520001,,,2,1,0,3652.0002
25154,.1743,,.086986564,1,0,1,
25155,.1468,,.35919061,3,1,0,1468
25156,.032000002,.02,.0027549046,3,0,0,
25157,.1177,.72850442,.32906929,3,1,0,1177
25158,.1538,.82990003,.93216866,2,1,0,1538
25159,.060800001,.4931877,.45994264,3,1,1,-10000
25160,.039299998,.048103027,.20594344,2,1,0,392.99997
25161,.1595,,,1,1,0,1595
25162,.046100002,.5104,.0317306,1,0,0,
25163,.046700001,.056967523,.0067052874,2,0,0,
25164,.25409999,.96603715,1,1,1,0,2541
25165,.16779999,.89988863,.17153201,1,1,0,1678
25166,.1741,.69730002,.081025898,2,0,0,
25167,,1,.39248508,2,0,0,
25168,.082599998,,.3009063,1,1,0,826
25169,.1877,,.74933058,2,1,0,1877
25170,.1251,,,2,1,0,1251
25171,.0341,.031412698,.0042056544,1,0,0,
25172,.2446,.89829999,.11917615,1,0,0,
25173,.090700001,.60064852,.63577861,2,1,0,907
25174,.0403,.62660003,.11068992,1,1,0,403
25175,.19220001,1,.20215108,1,1,0,1922
25176,.046799999,.46818569,.023395132,2,0,0,
25177,.2351,,.97462124,1,1,1,-10000
25178,.1919,,.16299848,2,0,0,
25179,,,.16923568,1,0,0,
25180,.21600001,,.1865643,1,0,0,
25181,.063699998,.042827472,.046849091,1,0,0,
25182,.317,,,1,1,0,3170
25183,.032000002,.016948514,.00033041675,1,0,0,
25184,,,.84533912,1,0,0,
25185,.052900001,.61699998,.026194859,1,0,0,
25186,.086199999,1,.62991464,2,1,0,862
25187,.29679999,1,,1,1,0,2967.9998
25188,.080200002,,.03207295,2,0,0,
25189,.038400002,.45327559,.0071513271,1,0,0,
25190,.2726,,1,1,1,0,2726
25191,.0502,.7396,.0089779086,3,0,0,
25192,,,.27875176,2,0,0,
25193,.071900003,.56593776,.068021953,2,1,0,719
25194,.057,.64828479,.31842127,2,1,0,570
25195,.2622,,,2,1,0,2622
25196,.2489,,.2267919,1,0,0,
25197,.033300001,.1532,.14004406,1,1,0,333
25198,.1745,.70810002,.62469167,1,1,0,1745
25199,.1183,.93989998,.87874722,3,1,0,1183
25200,,,,1,0,0,
25201,.098300003,.065999888,.36309406,3,0,0,
25202,.1596,,,2,1,0,1596
25203,.1128,,.6940254,1,1,0,1128
25204,.1531,,.71871173,1,1,0,1531
25205,.1433,,.041744784,3,0,0,
25206,.1521,1,,1,1,0,1521
25207,.1654,1,,2,1,0,1654
25208,.23379999,1,.20811993,1,0,0,
25209,.036899999,.023936678,.11091462,1,0,0,
25210,.1425,1,.91664934,1,1,0,1425
25211,.1948,.7885083,,3,1,1,-10000
25212,.0337,.1017,.054089352,3,1,0,337
25213,.2441,,.79070067,3,1,0,2441
25214,.034299999,.45609066,.0089053921,3,0,0,
25215,.082599998,1,.10695194,3,1,0,826
25216,.064900003,.64828479,.97585273,1,1,0,649.00006
25217,.079000004,,.63512236,1,1,0,790.00006
25218,.036400001,.94139999,.45867142,2,1,0,364
25219,.1736,.96069998,.082908228,3,0,0,
25220,,1,.34700838,3,0,0,
25221,.2383,,.33241445,1,1,0,2383
25222,.1046,.73927331,.90061212,1,1,0,1046
25223,,,.19420847,2,0,0,
25224,.2323,,.18171252,3,0,0,
25225,.1978,,.11976281,1,0,0,
25226,.039900001,.45327559,.16233252,1,1,0,399
25227,.083300002,.65067649,.02530428,2,0,0,
25228,.061999999,.55548704,1,3,1,0,620
25229,.2536,1,.33241445,1,1,0,2536
25230,.19660001,.8513,,3,1,1,-10000
25231,,,,3,0,0,
25232,.1111,.95420003,.30952764,2,1,0,1111
25233,.1146,.8951987,.079487368,2,0,1,
25234,.1062,,.078375369,1,0,0,
25235,.034299999,.1429,.0033639716,1,0,0,
25236,.1287,,,3,1,0,1287
25237,.1195,,.071818076,2,0,0,
25238,.042399999,.052625429,.45994264,1,0,0,
25239,.33050001,,.18627635,1,0,0,
25240,.068000004,.038366664,.058555864,1,0,0,
25241,.1849,,,1,1,0,1849
25242,.043000001,.34639999,.057531361,3,0,0,
25243,.031199999,.02,.036823347,2,1,0,312
25244,.29820001,,,3,1,0,2982
25245,.149,.99659997,.099943176,2,0,0,
25246,.34740001,1,.15792221,1,0,0,
25247,.1067,1,.56351358,3,1,0,1067
25248,.1752,1,.30255595,3,1,1,-10000
25249,.038600001,.028637037,.19082287,1,0,0,
25250,.2318,.92085111,.21133794,1,0,0,
25251,.32449999,1,.27450764,1,0,0,
25252,.086900003,.77414811,.99000001,2,1,0,869.00006
25253,.0601,.51687157,.054106023,1,0,0,
25254,.1903,,.36974636,1,1,0,1903
25255,.0535,,.036725853,2,1,0,535
25256,.036600001,.021139767,.090831161,2,1,0,366
25257,.1211,,.18995543,3,1,0,1211
25258,.064199999,,.047630839,3,0,0,
25259,.095100001,.52700001,.89064509,1,1,0,951
25260,.035999998,.1621,.10717406,1,1,0,359.99997
25261,.2385,1,.26259315,1,1,0,2385
25262,,,,1,0,1,
25263,,1,.17565989,3,0,1,
25264,.1432,.92841935,.10814179,2,0,0,
25265,.063600004,.048204493,.0076822555,3,0,0,
25266,.22220001,.96649998,,2,1,0,2222
25267,.032499999,.029722864,.006597029,3,0,0,
25268,.068499997,,.11431895,1,1,0,685
25269,.27849999,,,3,1,0,2785
25270,.29089999,,.067179203,1,0,1,
25271,.037300002,.24079999,.39434257,2,1,0,373.00003
25272,.33660001,.67110002,,1,1,0,3366
25273,.236,,.32988587,1,1,0,2360
25274,.092500001,.87529999,,2,1,0,925
25275,.068400003,1,.8343122,3,1,0,684
25276,.1674,.95490003,.2081376,3,1,0,1674
25277,.36230001,,,2,1,0,3623
25278,.3619,,.32671341,3,0,0,
25279,.0592,.54370356,.40448162,3,1,1,-10000
25280,.0539,.54902327,.30955666,3,1,0,539
25281,.033399999,.1192,.054089352,1,1,0,334
25282,.040899999,.032873984,.017902929,2,0,0,
25283,.081100002,,.23779529,2,1,0,811
25284,.0513,.86970001,.22492467,1,1,0,513
25285,.31259999,,.17872246,1,0,0,
25286,.2023,,.14051223,3,0,0,
25287,.2331,1,,2,1,0,2331
25288,.271,,.29489812,2,1,0,2710
25289,.2203,.93690002,.49957028,3,1,0,2203
25290,.043000001,.70677471,.047661573,2,1,0,430
25291,.038699999,.28619999,.012404522,3,0,0,
25292,.068899997,.83310002,.072789438,3,0,0,
25293,.2588,,.33854628,1,1,0,2588
25294,,1,.41699472,2,0,0,
25295,.038800001,.47604176,.21298231,2,1,0,388
25296,.117,.89749998,,3,1,0,1170
25297,.094899997,.75529999,.55188358,3,1,0,949
25298,.097199999,.64929998,.48240951,1,1,0,972
25299,,,.93611974,1,0,0,
25300,.2013,1,,1,1,0,2013
25301,.2775,,.180254,2,0,0,
25302,.1015,1,.64146137,2,1,0,1015
25303,.22939999,.96603715,.20811993,3,0,0,
25304,.085600004,.72495794,.14983469,1,1,0,856.00006
25305,.336,,.36040699,1,1,0,3360
25306,.19410001,.84311724,.10319736,2,0,0,
25307,.1529,.94330001,.11048083,1,0,0,
25308,.255,1,,3,1,0,2550
25309,.064000003,.55710495,.04363123,3,0,0,
25310,.054499999,.51954067,.018149681,3,0,0,
25311,,,,1,0,0,
25312,.24779999,.94179857,.10634336,3,0,0,
25313,,,,2,0,1,
25314,.1214,.89988863,.070158377,1,0,0,
25315,.1184,.95539999,1,3,1,0,1184
25316,.036699999,.018049467,.10124488,1,0,0,
25317,.2507,.82389998,.126976,2,0,0,
25318,.031300001,.0012000001,.00043513143,2,0,0,
25319,.095399998,.89029998,.08601439,3,0,0,
25320,.1839,1,.30543828,1,1,0,1839
25321,.086099997,,.60637254,3,1,0,861
25322,.041299999,.7597,.21173134,1,1,0,413
25323,.32179999,1,,2,1,0,3218
25324,.25940001,.87849998,.71806455,1,1,0,2594
25325,.045600001,.66281295,.025744366,2,1,0,456
25326,.1973,,.32289848,1,1,0,1973
25327,.040899999,.031654373,.18250163,1,0,0,
25328,,1,,2,0,0,
25329,.075900003,,.84670395,3,1,0,759.00006
25330,.22930001,.96603715,1,3,1,0,2293
25331,.20110001,,,1,1,0,2011.0001
25332,.27759999,1,.33241445,2,1,0,2776
25333,.16769999,1,.92646432,3,1,0,1676.9999
25334,,,,3,0,0,
25335,.041499998,.053557016,.023028981,2,1,0,414.99997
25336,.1469,.89988863,,2,1,0,1469
25337,.063600004,.60570002,.44406885,1,1,0,636.00006
25338,.17200001,.91729999,.078612179,1,0,0,
25339,,,.28807646,3,0,0,
25340,.31690001,,,2,1,0,3169.0002
25341,,,.3430157,1,0,0,
25342,.16940001,.92489696,,2,1,0,1694.0001
25343,.1779,,,1,1,0,1779
25344,.074699998,.90359998,,2,1,0,747
25345,.077500001,.73601127,.092754059,2,1,0,775
25346,.039000001,.039281309,.02845647,3,0,0,
25347,.34029999,,.92646432,3,1,0,3403
25348,.35929999,,.74885112,1,1,0,3592.9998
25349,.13,,.76702476,3,1,0,1300
25350,,,.38581702,1,0,1,
25351,.25780001,.95262015,,3,1,0,2578.0002
25352,.0942,,.57812321,1,1,0,942
25353,.067299999,.53139603,.36695319,1,1,0,673
25354,.37079999,1,.32936877,1,0,0,
25355,.1014,.89988863,.26217631,2,1,0,1014
25356,.075400002,.65877724,.27944246,1,1,0,754
25357,.057399999,,.71922916,2,1,0,574
25358,.092299998,,.13390195,3,1,0,923
25359,.1196,,,3,1,0,1196
25360,.031199999,.0020999999,.037379254,2,0,0,
25361,.2014,,,2,1,1,-10000
25362,.13,.81620002,.58040529,3,1,0,1300
25363,.3344,1,.30702364,2,0,1,
25364,.2527,1,.092718601,2,0,0,
25365,,1,,2,0,0,
25366,,,,2,0,0,
25367,.088500001,.92409998,.58305269,3,1,1,-10000
25368,.1206,.86809999,.63405055,2,1,0,1206
25369,.092500001,.78106165,.55252922,2,1,0,925
25370,.2159,.95281458,.070488639,2,0,0,
25371,.1292,.82705534,,1,1,0,1292
25372,.064999998,,.066620685,2,1,0,650
25373,,,,3,0,0,
25374,.099399999,.70351124,.054662917,1,0,0,
25375,.0546,.71913433,.0052743126,1,0,0,
25376,,1,,1,0,0,
25377,.1812,.78009999,.068474345,1,0,0,
25378,.1112,,,2,1,0,1112
25379,.17110001,,.070220619,1,0,0,
25380,.29929999,,.15157518,2,0,0,
25381,.041999999,,.072699271,3,1,0,420
25382,.2446,,.1458227,2,0,0,
25383,.032099999,.45327559,.075720623,1,1,0,321
25384,.071900003,.8197,.92695063,3,1,0,719
25385,,1,.52593726,3,0,0,
25386,.212,,.13909134,3,0,0,
25387,.1823,,.39290282,1,1,0,1823
25388,.30340001,1,.93662786,2,1,0,3034
25389,.3545,.97820002,,3,1,0,3545
25390,.1463,.69020188,,1,1,0,1463
25391,.15090001,,.98257709,3,1,0,1509.0001
25392,.072099999,.56086516,.053376082,2,1,0,721
25393,.031500001,.34890363,.000051078845,1,0,0,
25394,.1972,,.28017578,3,1,1,-10000
25395,.12,.75980473,.058254987,1,0,0,
25396,.17640001,,.26183209,2,1,0,1764
25397,,,.28807646,3,0,0,
25398,.035,.072899997,.0004736415,3,0,0,
25399,.19499999,.90964818,.23594305,2,1,0,1949.9999
25400,.3285,,.1182431,2,0,0,
25401,.36039999,1,,1,1,0,3604
25402,,,.20685445,3,0,0,
25403,.12980001,1,.58040529,2,1,0,1298.0001
25404,.36970001,,,3,1,1,-10000
25405,.040100001,.34400001,.05479873,3,0,0,
25406,.1979,.96454108,,1,1,0,1979
25407,.2484,1,,2,1,1,-10000
25408,.21510001,.69499999,,1,1,1,-10000
25409,.30970001,,,1,1,0,3097
25410,.2277,,,2,1,0,2277
25411,.079499997,,.07358171,1,0,0,
25412,.1565,,,2,1,0,1565
25413,.064800002,.58810002,.016172338,3,0,0,
25414,.063900001,,,2,1,0,639
25415,.35389999,1,,3,1,0,3538.9998
25416,.0317,.028965684,.082898371,3,0,0,
25417,.095399998,,.066063158,1,0,0,
25418,.087800004,.72566843,.76992571,3,1,0,878.00006
25419,.033300001,.01933747,.11091462,2,1,0,333
25420,.094999999,.067249291,.57365173,3,0,0,
25421,.1205,.99150002,.052153349,3,0,0,
25422,.0328,.47604176,.1665626,1,1,0,328
25423,.067100003,,.34786406,2,1,0,671.00006
25424,.038699999,,.27526978,3,1,0,387
25425,.044300001,.032199241,.20638993,2,1,0,443
25426,.1856,1,.10576045,1,0,0,
25427,.033,.035883818,.096116893,2,1,0,330
25428,.065899998,,.44475052,1,1,0,659
25429,,,,3,0,0,
25430,.15350001,,.070519738,3,0,1,
25431,.077200003,,.48240951,3,1,0,772
25432,.0669,.52149999,.25254685,3,1,0,669
25433,.0405,.024890799,.0075821243,3,0,0,
25434,.1108,.65868545,.055818357,1,0,0,
25435,.1569,.89706695,.081359997,2,0,0,
25436,,,.17576429,2,0,0,
25437,.1437,.83658838,.48232424,3,1,0,1437
25438,.1022,.65450001,.034505434,1,0,0,
25439,.31810001,1,,1,1,0,3181
25440,.113,.8951987,,3,1,0,1130
25441,.1086,,,2,1,0,1086
25442,.0911,,.10572527,3,0,0,
25443,.161,,.56854099,3,1,0,1610
25444,.1737,.88065255,.091018371,1,0,0,
25445,.1292,1,.87837249,2,1,0,1292
25446,.23899999,,,1,1,0,2390
25447,.072700001,.64442933,,2,1,0,727
25448,.083300002,.57134593,.30870387,2,1,0,833
25449,.3001,,,3,1,0,3001
25450,.1293,,,3,1,0,1293
25451,.1139,.91289997,.14119813,2,1,0,1139
25452,,,.33241445,1,0,0,
25453,.0561,.55857754,.56334144,3,1,0,561
25454,.35120001,,.14154607,2,0,0,
25455,.2212,.95281458,.075614169,3,0,0,
25456,.29640001,,.18191852,1,0,0,
25457,.336,.98455584,.18257381,1,0,0,
25458,.1168,1,,3,1,0,1168
25459,.30340001,1,,3,1,0,3034
25460,.093599997,,.59143871,3,1,0,936
25461,,,,1,0,0,
25462,.37169999,,.27882022,1,0,0,
25463,.1551,.89988863,.28284359,2,1,0,1551
25464,.1048,.73245358,.22981912,1,1,0,1048
25465,.1172,,.60513222,1,1,0,1172
25466,.0854,.72566843,.04874061,1,0,0,
25467,.278,,.97462124,1,1,1,-10000
25468,.1593,,.21683536,2,1,0,1593
25469,.044300001,.36660001,.22469468,3,1,0,443
25470,.25740001,1,.16968097,2,0,0,
25471,.082000002,.55943024,.021837393,2,0,0,
25472,.29629999,.96730447,,3,1,0,2963
25473,.032600001,.033097696,.01239433,3,0,0,
25474,.1017,.73245358,,1,1,0,1017
25475,.036699999,.48718289,.20241076,3,1,0,367
25476,.065200001,.068347573,.041133694,2,0,0,
25477,.050799999,.95639998,.8932299,3,1,0,508
25478,.1576,1,.12319857,3,0,0,
25479,.049899999,.5589,.02345749,1,0,0,
25480,.036200002,.036061123,.0049304403,3,0,0,
25481,.1866,.91223502,.98374242,2,1,0,1866
25482,.1112,.954,,3,1,0,1112
25483,.045600001,.063921742,.026890792,2,1,0,456
25484,.1245,,.67468774,2,1,0,1245
25485,.30590001,,.11234866,3,0,0,
25486,.1061,.8653,.085691355,3,0,0,
25487,.1517,,.65409589,2,1,0,1517
25488,.26449999,,.28056717,3,0,0,
25489,.035700001,.56580001,.18567747,3,1,0,357
25490,.031500001,.046,.0010127216,2,0,0,
25491,.27489999,,,3,1,0,2749
25492,.2437,,,1,1,0,2437
25493,.036200002,.4724063,.16454174,3,1,0,362.00003
25494,.34349999,,.92646432,2,1,0,3435
25495,.042300001,.034789737,.1840893,2,1,0,423
25496,.1441,,.074752428,1,0,1,
25497,.2683,1,,1,1,1,-10000
25498,.14830001,.91404641,.62929595,1,1,0,1483.0001
25499,.0623,.40349999,.40448162,1,1,0,623
25500,.0583,.46759999,.98222291,1,1,0,583
25501,,1,.16344149,1,0,1,
25502,.102,.74159998,.048661437,1,0,0,
25503,.090700001,,.10292165,3,0,1,
25504,.19310001,1,,3,1,0,1931
25505,.044599999,.057738844,.30332613,3,1,0,446
25506,.051899999,,.48601356,3,1,0,519
25507,.22840001,.85299999,.090541549,1,0,0,
25508,.033199999,.084200002,.00020677465,1,0,0,
25509,.041299999,.61150002,.24822789,1,1,0,413
25510,,1,.20711271,3,0,0,
25511,.084799998,.65832782,,3,1,0,848
25512,.035999998,.1926,.0037099198,3,0,0,
25513,.17110001,.97857511,.096429259,3,0,0,
25514,.034600001,.075300001,.11170366,1,1,0,346
25515,.049800001,.55175066,.33415148,3,1,0,498
25516,.14929999,,.082145922,3,0,0,
25517,.2059,,.97462124,1,1,0,2059
25518,.1983,.82207155,.2413111,2,1,0,1983
25519,.0425,.20460001,.012877361,3,0,0,
25520,,1,.17752714,1,0,0,
25521,.039700001,.37459999,.012796684,3,0,0,
25522,.1083,1,.092718601,1,0,0,
25523,,,,3,0,0,
25524,,,,1,0,0,
25525,.1577,1,.74413347,1,1,0,1577
25526,.142,,.98830956,1,1,0,1420
25527,.2246,,,3,1,0,2246
25528,.046700001,,.3542777,3,1,0,467
25529,.065499999,.60508966,.060646676,3,0,0,
25530,.2045,,,3,1,0,2045
25531,.031199999,.02,.037379254,2,1,0,312
25532,.039099999,.47172526,.0044877874,2,0,0,
25533,.086199999,.75129402,.050685495,3,0,0,
25534,.3035,,,2,1,1,-10000
25535,.075099997,.81363809,.47825855,2,1,0,751
25536,.1662,.7260679,.13200442,1,0,0,
25537,.33649999,,.33241445,3,0,0,
25538,.087700002,.65868545,.064971372,3,0,0,
25539,.035799999,.032681435,.15034206,3,0,0,
25540,.17309999,.7885083,.026951885,3,0,0,
25541,.031199999,.00019999999,.077489145,2,0,0,
25542,.23710001,1,.21408755,1,0,0,
25543,.2669,,,2,1,0,2669
25544,.233,,.22297527,1,0,0,
25545,.047699999,.018731287,.3038964,2,0,0,
25546,.0385,.017691819,.10739435,2,0,0,
25547,.2466,,.20455058,3,0,1,
25548,.034499999,.41639999,.22344168,1,1,0,345
25549,.35890001,1,.13909134,1,0,1,
25550,.053300001,.057475559,.040761765,1,0,0,
25551,.2227,1,,2,1,0,2227
25552,.068300001,.62080598,.026381297,2,0,0,
25553,.2282,,,1,1,0,2282
25554,.092600003,.8865,.37360808,1,1,0,926
25555,.057799999,.4492,.017796766,1,0,0,
25556,.094300002,.70829999,.3379432,2,1,0,943
25557,.1411,1,.068497762,1,0,0,
25558,.34290001,,,1,1,0,3429
25559,.038400002,.47019461,.020160748,1,0,0,
25560,.3003,.98192275,.16852298,3,0,0,
25561,.042100001,.75959998,.032180835,1,0,0,
25562,.2198,,.88990098,2,1,0,2198
25563,.031199999,.02,.00047438787,2,0,0,
25564,.047499999,.028010312,.093262538,2,1,0,475
25565,.1948,,.76612771,3,1,0,1948
25566,.1432,,.16407993,3,1,1,-10000
25567,.2018,1,.26271379,1,1,0,2018
25568,.034699999,.027006641,.17179614,2,1,0,347
25569,.22499999,.96603715,1,1,1,0,2250
25570,.25409999,,.231079,3,0,0,
25571,.18189999,.97942853,.93216866,3,1,0,1819
25572,.1768,.89988863,.10362708,3,0,0,
25573,.085299999,,.79683864,2,1,0,853
25574,.1522,.84429121,,3,1,0,1522
25575,.2406,,.11842152,2,0,0,
25576,.1481,1,.062076993,1,0,1,
25577,.045200001,.45359567,.016854163,2,0,0,
25578,.1508,,.10850236,3,0,0,
25579,.17030001,.73345196,.17752333,1,1,0,1703.0001
25580,.064000003,,.87781167,1,1,0,640
25581,.1284,,.038380098,1,0,0,
25582,.1019,.43849999,.024480114,1,0,0,
25583,.072999999,,.47918612,3,1,0,730
25584,.33849999,,,1,1,0,3385
25585,.31709999,,.18485513,1,0,0,
25586,.3224,.99087882,.24670139,1,0,0,
25587,.0546,.57856905,.063417122,2,1,0,546
25588,.1904,,,3,1,0,1904
25589,.1304,.69020188,.30955666,2,1,1,-10000
25590,.083700001,.6527828,.017931568,1,0,0,
25591,.30250001,,.2304956,3,0,0,
25592,.061999999,.52109998,.99338901,3,1,0,620
25593,,,.2605108,2,0,0,
25594,.034400001,.017273189,.13973528,3,0,0,
25595,.26609999,.82730001,.64119184,3,1,0,2661
25596,.2041,,.35416794,1,1,0,2041
25597,.2446,1,1,2,1,0,2446
25598,.2235,,1,1,1,0,2235
25599,.26640001,,.10746252,3,0,0,
25600,.095899999,.65868545,.090494238,3,0,0,
25601,.22229999,.94179857,.089842744,3,0,0,
25602,.0392,.45532635,.20025584,1,1,0,392
25603,.0678,.58920002,.046571046,1,0,0,
25604,.087899998,.82218337,,2,1,1,-10000
25605,.1754,.76139998,.046034396,3,0,0,
25606,.033599999,.0515,.00044470173,3,0,0,
25607,.068800002,,.39587969,1,1,0,688
25608,.050900001,1,.93276459,3,1,0,509
25609,,,,1,0,1,
25610,.25929999,1,.16442683,1,0,1,
25611,.2023,1,.1477187,1,0,0,
25612,.2098,,.44982335,3,1,0,2098
25613,.1574,,,1,1,0,1574
25614,,,.25578028,1,0,0,
25615,.038899999,.022239273,.17290273,2,1,0,389
25616,.16410001,.84920001,.51355612,3,1,0,1641.0001
25617,.045899998,.3624,.019935695,3,0,0,
25618,.29370001,,.21973427,1,0,1,
25619,.1787,1,.89795047,1,1,1,-10000
25620,.033399999,.38649932,.00015921996,1,0,0,
25621,.207,,.029449474,1,0,0,
25622,.0964,.87589997,.75362402,3,1,0,964
25623,.039799999,.33590001,.20025584,2,1,0,398
25624,.14650001,,,3,1,0,1465.0001
25625,.27059999,,.16926625,3,0,0,
